id_komentar,author_name,text_display,Sentimen
UgwOcRONR_oY5yc9KfZ4AaABAg,Tikiy official,Udah di pikirn buat rakyat masih saja ngeyel.. netizen memang maha benar,1.0
UgyPjLxkuzDe0NBkgrd4AaABAg,ピンク,Hidung gua mengendus-ngendus sesuatu yang . . . .,0.0
Ugye9r5QwgXsJ4Xa6x94AaABAg,herman finanda,Lebih baik TKA di pulang kan dulu semua biar warga RI yang kena PHK dpt bekerja di sektor2 indualstri yang biasanya di isi oleh TKA ini.,0.0
Ugz0u9G_eYjhxrNFLsZ4AaABAg,Alif Lam Mim,Mantabh pak jok. berarti saatnya ngutang lagi..,-1.0
UgwVhv333KF5e2WezX54AaABAg,Yusup Ibrahim,Yg di pantau tuh pemerintah bukan rakyat,0.0
UgxVcohdGhskyFGQupx4AaABAg,Nurhadi Sulaiman,Sumarecon..punya siapa ya...yakin tuh zona hijau hanya di situ....,0.0
UgybVuS6qt1W20_Bz8t4AaABAg,Rikih Wahyudi,Angka itu buat demam bukan ngecek korona pak,0.0
UgyCV9Oro9C5YWraCo54AaABAg,Q noy24,Yg positif ajah masih bnyak..  Ini malah mau buka mall mau buka tmpt pariwisata.... Ya begini dah otak otak mahal jarang di pake,-1.0
UgzPbb8swsa877O9YA54AaABAg,EL Cattalunya,"Menuju""NEW NORMAL"" ? Erat kaitan dgn ""NEW WORD ORDER"" ?",0.0
Ugxv6jwGWEGr9yX0lml4AaABAg,Anto Anto,Terimakasih pak pres ku. Tidak salah pilih pemimpin nkri. pak jokowi.,1.0
UgwQA7i6kVdV8-D5QSJ4AaABAg,Bahar Mario,Pak jokowi lambat negara yg lain sudah dari bulan april lalu tentara polri sudah di laksanakan,-1.0
UgwgeRVoZ7eNzQZCtCB4AaABAg,Khalifah Al Bantani,Belum ada pemimpin indonesia yang menjadi pemimpin... Yang ada cuma pengkhianat Rakyat,-1.0
Ugz5YxA2wwEUUbVEjHV4AaABAg,-RostChild-,"NEW NORMAL ISTILAH HALUS YG DIPAKAI INDONESIA UNTUK ""NEW WORLD ORDER""",0.0
Ugxhu5egZmSsouEP_rV4AaABAg,Rincan Flower62,"Yang positif bertambah terus setiap harinya jumlahnya bahkan ratusan, Hukum rimba akan berlaku siapa yang kuat dia selamat siapa yang lemah dia Tamat semoga keputusan yg bapak ambil ini tepat dan semoga kita semua selalu dalam Lindungan Allah SWT...",1.0
UgxfyYJYrH3UFCuv33t4AaABAg,asep sunandar,New normal gk bakalan bisa pak. Ini dh hitungannya darurat militer. Bs dikategorikan perang biologi malah. Karantina pulau by pulau. Sumber daya kebutuhan pokok diambil alih oleh militer dan polri. 1 bulan aj. Saya jamin 3 bulan indo bisa 90% turun penyebarannya. Percuma aj mendisiplinkan warga dengan tni polri. Xlo gk ad payung hukum mereka juga gk bisa menindak pelanggar. Tolong dong tegas sama bawah2annya setiap ambil keputusan harus didiskusikan bersama jadi gk tumpang tindih kebijakan. Harus tegas pak. Nyawa org ni,-1.0
UgyLoaatfeQu96bSFH94AaABAg,iMaGinaTion Gaming,"Judulnya g asyik banget, udah jelas pasti ekonomi bisa normal kembali cuma keadaan dan kitanya aja yang harus berubah ... Everything a change",-1.0
Ugzh4nGWzSy3rcnp7Zh4AaABAg,Jeki Jek,"it will spread more faster dude... just w8 for suffering. otw 1 bulan masuk ada kabar 1 kampus kena covid. 1 sekolah kena covid. akhirnya yang strong survive yang lemah die dude.. adaptasi kek minum jamu aja dude tiap orang punya sistem imun beda beda dan tiap hari naik turun gak stabil... adaptasi itu mengikis yang lemah dan yang tertinggal yang kuat. nah nanti yang kuat adaptasi survive akan melahirkan anak anak yang kuat juga, itu adaptasi. intinya yang lemah bakal die.. just prepare ur self",0.0
UgwYwWokniMRacZs6-Z4AaABAg,Sidiq Sutriyanto,"New normal dibilang hukum rimba

Lockdown dibilang membunuh rakyat kecil yg hari ini makan besok masih mikir buat cari untuk dimakan

Psbb dibilang menyulitkan

Serah lo pada , Allah yg tau hati para pemimpin.

Syukur alhamdulillah indonesia masih kuat, liat india, equador, bngladesh miris lu mayat sampe bertebaran dijalan, listrik dibatasi SDA habis, rakyatnya menjarah toko,pasar. 

Miliki rasa syukur yg tinggi, terapkan SOP untuk diri sendiri untuk selalu bersih",1.0
UgwBpAr2jTCGogzj1g54AaABAg,yuktani com,"Ini ap kordinasi sama Sunda Empier ya untk namanya ""Tatanan Baru"" 🤔😂😅",0.0
UgyJcqt7AKZYQCoQttB4AaABAg,Rewang rewunk,Tuh kan.. dulu pada ngeyel si sama KERAJAAN AGUNG SEJAGAD.. dg tatanan dunia baru nya.. skarang di ambil dah metodenya sama rezim ini😂😂😂😂😂😂,0.0
UgwgF2OBw5h6MXDITQF4AaABAg,N*N*T 474,"Peraturan baru!!klu sampai gagal ENTAH APA YANG TERJADI INDONESIA!!!
FIKIR, KAN DULU MATANG"" DAMPAK KEGAGALANYA!!!!",-1.0
Ugzb4heF-rmEId0eXJB4AaABAg,titus duanto,"Rakyat ini di angap seolah2 mereka seperti anak tk yg harus di siplinkan cuci tangan pake masker demi kesehatannya sendiri dan harus menerjunkan ratusan ribu personil tni polri bak mau perang dunia 3 yg ada bukanya disiplin tpi ketakutan, di siplin timbul dari kesadaran bukan dari presser to ketakutan yg ada malah berontak.....
Negara ini lebih takut rakyatnya gak bisa cuci tangan to pake masker dari pada kedaulatan negaranya dirongrong negara lain....
So sweet new normal love yu",-1.0
UgxH841IDgI_YI8gUn14AaABAg,Nawang Gumilang,"Duta mall 
Pasar rakyat gmn kabar beritax 
Petani ,kuli kuli apa kabarnya.....ko cuma mall yg d kunjungi. 
Ya Allah mau d apakan LG Indonesia....tatanann baru yg miskin makin miskin yg kaya makn kaya..",-1.0
UgyGE2QS6MXKEtB4Hnp4AaABAg,Rahman Aulia,"Kan dibilang telat,, indonesia selalu telat,, selamatkan manusianya pak,, baru ekonominya...",-1.0
UgwW3T1yZDHLzeQ83jx4AaABAg,weare creative,"Bahasanya kaya sunda empire yah, tatanan baru 😅",0.0
UgxGQrsvhselyn5bbal4AaABAg,penjaga NKRI,"Kan lucu, menggunakan mobil pribadi, satu rumah, satu keluarga harus jaga jarak. Pesawat komersil berbeda bkn dlm 1 keluarga g di terapkan jaga jarak.? 🤔",-1.0
UgwlFZJ00lSKcRtyGyV4AaABAg,Mimi Yulita,"Ngak udah pake istilah New Normal,
Bilang aja Menyerah !!",-1.0
UgzXRlnPr4zG04ukgHF4AaABAg,Herdi Hidayat,Indonesia mau di bawa kemana kalau pemimpinya ugal2an gini.. tubruk sana tubruk sini lama2 masuk jurang kehancuran,-1.0
Ugxfm5kChZo0m-_5EgZ4AaABAg,hafidz Hamdi,Tatanan baru dunia.. jadi inget kaya2nya rangga sunda empire kwkwksks,0.0
UgxhcumLdCdXvtOa0294AaABAg,Man Khan,"Yg gak mau new normal, silakan lockdown seumur hidup di rumah. 😆😆",1.0
Ugxf4Rfy94lCGGHVCZd4AaABAg,Nur Afiah,"AKHIR NYA SELEKSI ALAM BERLAKU....
SIAPA YG KUAT ITULAH YG BERTAHAN...",0.0
UgwB4TQ3NlTZAufp5ZR4AaABAg,Edward ivo kawilarang,"ini seeh tiru"" tatanan baru nya negara SUNDA EMPIRE .
  Ahh mentang"" di wlayah nya Kang Emil",0.0
Ugxw-m-Rd2urLiSpA9x4AaABAg,Sri Aseh,"ya betul pk , masarakatnya harus benar"" di siplin semangat pk TNi dan pk kapolri .",1.0
Ugx1iB6N4S9orBpnwlZ4AaABAg,dhava family kids,"kebanyakan teori tp hasil.y Nol besarrr,,,
di kritik dikit baper .....",1.0
UgzD_NwvZ7wKzxzyFhp4AaABAg,neneng salmiah,Dan pada akhirnya seleksi alam..yg kuat yg bertahan hidup..yg ga kuat akan tereliminasi dr dunia ini..smg kita sllu dlm lindungan Allah...,1.0
Ugzl8xEQBzA9_ve2pwV4AaABAg,Ema Putri,"Hahahaha akhir nya nyerah jga demi ke ekonomian turun drtis ,, knpa gak dr dlu aj ,, ngpn nunggu lebaran segala ,,,,",-1.0
Ugz6f4zUfl36_A35zaZ4AaABAg,Muhammad Luthfi,Covid itu sebenarnya bersifat politik.... Warga butuh makan pak... Buat besok.... Bukan malah di tekan masyarakat,-1.0
UgyOlWy2HMzcHjrA-cZ4AaABAg,Abdul Wakit,Sy setuju pak dan smg sukses dan  berjalan lancar dan barokah pak jkw,1.0
UgwQKP1GxUrbvTnbxBh4AaABAg,Jack Yunus,"Kami dibsiplin sejak dulu 
Apa kalian disiplin sejak dulu ????

Kami hanya ingin korupptorrrr di hukum mati .
Dan sejahtera kan rakyat Indonesia ! Salam damai !!
Stop ""pencitraan""",-1.0
UgzvY_tMFR-P5GnqthN4AaABAg,Banyak Komen,NEGARA LAIN MENERAPKAN THE NEW NORMAL KARENA COVID-19 MAMPU DI KENDALIKAN . INDONESIA ? JGNKAN DI KENDALIKAN. KEBIJAKANNYA PEMERINTAHANNYA AJA  BIKIN BINGGUNG RAKYAT .,-1.0
UgzetzlnwmrGQghMYrp4AaABAg,Daffa Fauzan,"ikut menyaksikan mall buka awas kena corona looh pak, ntar kalo kena yang urus negara kagak ada.",-1.0
UgzY3flwcH4sVUulz4d4AaABAg,Sumari Abc,Maaf pak jangan dibuka maskernya buat kata2 pak,0.0
UgyTBS76aRH6a9FB8TV4AaABAg,krisnainnsid3,"new normal bagi wong deso seperti kami susah memahami, mungkin lebih tepatnya menuju jaman ambyar",0.0
Ugzb6IKvGQ4lCUrs9U14AaABAg,Abang edo,Antara Produktif & Kepepet harus beradaptasi..,0.0
UgyBd5BhTRGCfxfJiT94AaABAg,menuju Allah,"Hancur,,, kebijakan gembleng,,bukan rakyat tak mau disiplin,tapi pemeritah tidak mampu",-1.0
UgyCGjck6suy_-5eIcR4AaABAg,Dedi Jono,Gak becus jadi pemimpin mending mundur virus aja masih bertambah parahhh,-1.0
Ugx-NIrC6VqcHkEEC2d4AaABAg,Ari Gato,"Para pemerintah pusat dan provinsi adlh orang"" pintar.... Semoga berhasil gagasanya. Tinggal rakyatnya... Makan nasi, telor n mie g akan kelaparan. Kecuali makanmu pizza, hamburger, n makanan mahal lainya. Yg sakit bukan perutnya, tp pemikiranya. ""Indonesia melawan""",1.0
Ugz05zMM8kFb34IKN4h4AaABAg,oky muhamad sujatmiko,"new normal yang bakal sulit di transportasi terutama kereta dan TJ. lagi aneh"" aja negara lain new normal setelah kurva melandai  bukannya lagi naik gini !!",-1.0
Ugxc6L3oPIwaMcPMJDN4AaABAg,Jeje,"Lucu saja. Dikasih PSBB minta keluar rumah, ada yang ngamuk juga pas di razia. Pas dikasih bener2 boleh beraktivitas malah ga mau juga.
New normal kan juga ada dampak positifnya bgi kita, pola hidup lebih sehat. Yang biasanya ga cuci tangan, akan lebih sering cuci tangan. Yang biasanya jarang mandi, bakalan lebih sering mandi.",1.0
Ugyzdc4E_bJDFxuZhS94AaABAg,Afiv Febrian,bicara soal tatanan jadi inget Rangga Sasana sunda of empire,0.0
UgxLC2qKK3YTFYuca754AaABAg,Anisa Harianto,Bis antar kota antar provinsi sudah bisa beroperasi atau belum ya?,0.0
Ugxu_Cg3s3fkfbnP2UV4AaABAg,edi wijaya,kalo mnurut saya sih...kecepetan...tunggulah satu bulan lagilah....nanti nambah lagi pasien..,-1.0
UgyQpUFW0niKIbj4Uax4AaABAg,Doff Flamingo,"data yang terus meningkat itu beneran atau ga ya, apa yg meninggal biasa di jadikan data yg positif oleh pemerintah mknnya jd bnyk kasus !! monggo pendapat nya ?",-1.0
UgxuC6SPSqHldfSQmW54AaABAg,SUCCESS 'TV,Siiiiip Pak Jokowi untuk lebih mendisiplinkan PSBB.👍,1.0
Ugx5Kf9p5d6EFAKNNzp4AaABAg,arief syaiful anwar,"GILA....GILA.... INDONESIA
DEMOKRASI BENAR BENAR DIBUNUH OLEH JOKOWI, TNI & POLRI DIKERAHKAN UTK DIADU DOMBA DGN RAKYAT, DGN ALASAN PANDEMI COVID-19.",-1.0
UgxK_xDi69F4He78TPl4AaABAg,Vina Jasmine Official,"gmn nasib yang sdh di PHK kemarin"" knp nggk dr awal ja new normalnya",-1.0
UgwxQ_Chre_dJZASNal4AaABAg,nyi iteung subang,"kita sebagai masarakat.  harus bisa jga  dirikita dan kluarga. 
ga lepas  masker  dan jagajarak  jauhi  kumpul  nongkrong  bareng.",0.0
Ugy_G_hqhCV_nEh5h9J4AaABAg,Alfaizi Mila,"Mau nanya nihh ...
PSBB sama tilang itu sama atau beda?",0.0
UgyqmaqFLdbEI2wRenl4AaABAg,Anwar Sanusi,"Pro kontra new normal apa ini akan menyelamatkan rakyat atau sebalik nya,,",0.0
UgwIswdl9WC30JwVdtl4AaABAg,Aminsahri Sahri,"Kantor pasar mol.pabrik buka
 Yg oenting masarakat disiplin.jaga jarak pk master. Masjid jg di buka. Setuju TNI ikut   mendisiplinkan masarakat",1.0
Ugx9Tcg3un1ozzKy08B4AaABAg,Muhammad Huda,"Bolak balik yg menjadi sasaran hanya masyarakat. Dulu awal” nyantai”. Ngasih kebijakan mencla mencle., sekarang jadi ruwet, ribet.. pastinya musibah akan terus bertambah..",-1.0
UgyOruj9r_tKiHgIeUF4AaABAg,yady mokonkz,Apakah memang perlu seluruh dunia mendaftar ulang ke sunda empire 😁😁,0.0
UgxehS5HPaJKQK3sn_B4AaABAg,Agus Prabowo,ada nyawa yg lebih penting tapi milih ekonomi yg bisa ilang dalam sekejap. mau di prioritaskan ke dua2nya ga bakal bisa pasti ada satu yg di korbankan. dah lah males,-1.0
Ugzd_BmROt8DatwwVlx4AaABAg,Wahyu Wahyudin,si rangga cuma bisa ketawa di balik sel.wkwk,0.0
UgzYUZcQdvJ0Ge9H5YJ4AaABAg,Hasbullah Cipul,"Jadi ingat sesuatu nih 
Ketika perekonomian di mulai dari 0 lagi 🤣 
Siapa hayo coba dalang nya wkwkwk . Yg suka baca sejarah pasti tau",0.0
UgwwdtK1iXSi9PL8toJ4AaABAg,RAJA DARMAWAN87,kata kata TATANAN jadi inget gak siiiieeehhhhhh...... SAMA SUNDA EMPIRE,0.0
Ugyc1T8M_q53DO4Owz14AaABAg,jhonson Panjaitan,Tumben TV One bisa buat berita yang netral??,0.0
Ugyp-P1AZ_hfro3OsKt4AaABAg,Wiwik Suryanti,Karena keadaan masih gak jelas saya mah lebih seneng belanja  ke warung tetangga/ produksi rumahan dengan bantuan bapak gojek Pak Presiden...jadi belanja sembari ber amal gitu deh...takut masuk Mall masih ada corona 🙈,0.0
UgyuLcDQ0_qVv7QJ9Tt4AaABAg,Jasmin Jos,"pak dulu blng siap klo covid masuk,lah udh masuk  Apd nya limit,para medis banyak yg make jas hujan,laaaah klo ini sy mlh lbh khawatir pak,anak"" sy msh butuh sy sy punya sakit jantung,anak sy hrs mulai sekolah,mau paud sampai ke bangku kuliah ttp resiko namanya anak"" masih ada sifat ego / ceroboh klo dak didampingi ortu klo hanya guru kt percykan itu srh ngurus anak lbh dr sepuluh jls kualahan pak,mohon dipertimbangan",-1.0
UgwFT6hBK_fLGKo-34J4AaABAg,Darwis Art,"Mari mendukung kebijakan pemerintah, semoga semua lebih baik kedepannya. Aamiin.",1.0
Ugxj1lx1SLNgyX-U6Ht4AaABAg,agus Dorot,Jangan asal new normal lihat nanti dampaknya,-1.0
UgzxhmO6R8oa_x32Wzt4AaABAg,den codet,Tak ada yang sempurna.. tapi yang terbaik...,1.0
UgwCiNZrwHU96Ipk7Zt4AaABAg,Muh Sutrisno,Habis lebaran harusnya New Moral ....baik masyarakat apalagi pejabatnya!,-1.0
UgyxqKPNyk_2p3bLNK54AaABAg,dewi marisa,nyocot trus gk ada buktinya mana makmurnya  ngapusi,-1.0
UgwNF6LAdbCZvQCjJoh4AaABAg,Jendral SukaSuka,"Jalan langsung ambil contekan dari saku celana. Walaupun ada contekan, ngomong masih ngelag....",-1.0
UgzjFUaGjbzN4sDV3fV4AaABAg,Su leh,"tetep di garis bawahi new normal untuk aktivitas yang produktif, kurangi yg un faedah.",0.0
Ugxrg8RzlG4cBlBtzNR4AaABAg,aris man,"mau ketawa takut dosa, mau koment takut di penjara....hmm hmm hmm aja deh",0.0
UgxlkGemnK9qJG5sO5t4AaABAg,rezqi drummer,Ternyata Sunda empire benar ada nya... tatanan baru new world order hahahaha,0.0
UgzMOjDh8zG4be8gZzJ4AaABAg,Yogi Sedoya,"Negara lain new normal kita juga ikut menerapkan new normal,udh di fikirkan matang""  blm tu...udh siap blm dgn kemungkinan buruknya klo new normal ini ternyata gagal dan jadi malah tidak terkendali?",-1.0
UgyDwR13qMHNkHoZ5_R4AaABAg,Supriadi Adi,"Grafik virus trus bertambah korban nya, rs semakin menumpuk pasien nya bahkan banyak korban dari tenaga medis yg jg kena vaksin blum ditemukan tp roda bisnis malah dikedepan kan ,, saya bingung apakah protokol covid  di tngah new normal efektif atau sblik nya banyak korban naudjubillah",-1.0
UgxXTzHNeAOa9kQ_cEB4AaABAg,zie pubg,"""Tatanan baru""
otak illuminatiku bergejolak 👁️",0.0
UgxPZYJ7Udf_KGQSdrR4AaABAg,Anindita Keiza,"Y mau ditata gmnapun warga indonesia g kan bisa,warga indonesia punya tatanan sendiri",0.0
Ugy1txf8pwui8k4nO-h4AaABAg,Edi Suryadi,Kalo ada sunda empire pasti Tatanan Dunia bilangnya,0.0
Ugwj9W7fXJKIAVcWy7R4AaABAg,nabila al 99,Kita harus.menjaga diri kita lebih ketat.jangan sampe kenacovid.Karna  Indonesia.kurang kontrol and  disiplin,0.0
Ugzljjf7siawgQfz-LB4AaABAg,Wina Artika Wina Artika,"ngomong apa diawal plinplan,ngawur hingga membingungkan rakyatnya tp hasil nol🙄ngomong gampang kalau plinplan percuma😑coba deh pikir lg pandemi sempat2nya bebasin 30rb lebih napi diluar gak satupun demikian knp yg diatas diem paling jg cuma menguntungan pengusaha2 besar bkn rakyat!mal2 baru dibuka ama pres lihat dibwh disuruh tutup paksa ama petugas bahkan ada tokonya disiram air ya basah semua makanya percuma ngomong yg diuntungkan siapa?sdg yg di bawah ditekan prettlah😧dia/pemilik2 mall jg sama melanggar psbb knp gak ditangkap dipindah kenusakambangan pikir deh😑",-1.0
UgzqjbNOkVUKQXdw-Dh4AaABAg,cintiya lestari,Gw takutnya pemerintah udah nyerah dgn keadaan utang negara yg bnyk dan nggak bisa nyelesaiin pandemi corona..akhirnya manipulasi media seakan akan corona mulai hilang dan menyarankan aktivitas seperti biasa lagi...,-1.0
Ugw3IKaUhcMFUhAGiMF4AaABAg,dicky andi,"Kasian pemerintah sekarang ga ada covid aja ekonominya memang uda anjlok, memang nasib jd rakyat Indonesia punya pemimpin kyak ginian..😂😂",-1.0
UgyHBc_GjrZwEfarxW94AaABAg,Lusi Herawati,Hard imunity...suram bgi yg daya tahan/imun lemah..,0.0
UgyX6eTioVcYTJG9PJp4AaABAg,Chupa cMs,"""Gotong royong"" di nonaktifkan gitu??  
Lantas gimana nanti 17 dan 18 agustus?? hari merdeka dan berdirinya bangsa ??  Jangan bilang gk boleh di laksanakan juga..",-1.0
UgzW5DxhZzEOXIfZsut4AaABAg,bagus gumilang,"Orang sesuai protokol aja yg kena covid-19 tambah banyak, kebijakan pemerintah harusnya di kaji ulang, kita ini yg terkena dampak corona makin banyak, tidak ada sama sekali penurunan, kasihan masyarakat yg nntinya bekerja untuk mencari rejeki buat anak istri malah terkena penyakit, pemerintah harus bertanggungjawab thd masyarakatnya, bantuan pun harus adil dan tepat sasaran, masyarakat sehat negarapun kuat, kalo masyarakat sakit negarapun juga pasti sakit.",-1.0
UgwHTl898fedfaEIr3p4AaABAg,Yadie Alaska,"Ekonomi nya diselamatkan , masyarakat nya menderita 🤣🤣🤣",-1.0
UgzXuU4BjH1EdgnyD_l4AaABAg,Gita Permana,"Kebanyakan bahasa politik ni pemerintah.. Udah lock down.. Psbb, sekarang the new normal.. Ujung ujung nya membuat masyarakat sengsara aja",-1.0
Ugwl-WA8tRltPHHtCvl4AaABAg,Lutfi Hasan,Lockdown tidak mungkin... PSBB banyak yg ngeluh skrg PRESIDEN AJAK TOSTOSAN SEMUA BERJALAN NORMAL HANYA SAJA JARAK DAN MASKER HARUS D TERAPKAN MANTUL PAKDE,1.0
Ugz2qogNkCtybrUOcvd4AaABAg,bukan urusan saya,"Beda jauh ama jaman SBY, sejak awal tancap gass meneliti virus, car tau cara kerja virus, cari tau susunan RNA dan DNA virus. 

Lha ini sekarang kok pasrah, nelen mentah mentah semua info dari luar,  cuma nunggu vaksin dari cukong bill gates",-1.0
UgxsPPKhBC2eaSTfPH54AaABAg,Andi Yusmar,"Yang saya takutkan jika tatanan baru ini gagal, bisa2 kursi para pejabat bergoyang. Karena terlalu banyak keluhan. Sebab jika ada salah satu keluarga korban meninggal karena covid saya yakin keluarga korban yang tidak terima itu akan marah ke pemerintah sebab penerapan tatanan baru ini. Kita ambil contoh italia, yang benar2 negaranya bisa dibilang lumpuh karena masyarakat yang telah dilarang pemerintah tp msh membandel, bagaimana indonesia yang menormalkan masyarakatnya. Masyarakat italia dan amerika aja dilarang dan tingkat kebersihannya bisa dibilang lebih tinggi dibanding indonesia aja bisa membludak korban covidnya, bagaimana indonesia?",-1.0
UgzXcCl6f_F8DXTuUEF4AaABAg,Harry,"seperti biasa, masih sangat nganu sekali",0.0
Ugy_VL-eeeDro-omFb54AaABAg,rizki idr,"Apa yang menjadi landasan untuk melakukan New Normal???? Jelas2 kasus dan kurva kita masih naik turun,.. ini mah pembunuhan massal. Rumah sakit akan membludak. Miris",-1.0
UgzQElOr8jRSvyPCZep4AaABAg,Sigit Pramono,"Percaya atau tidak,, sejak petinggi Sunda empire ditangkap, tatanan dunia jadi hancur..",0.0
UgydfkWfW2mW6yF29Zt4AaABAg,Wiharti Tegal,Jumlah kematian TBC lebih banyak bro....jangan panik. Waspada saja. Jaga kebersihan dan kesehatan,1.0
UgxJPPRe8O4zzuORqZ94AaABAg,Arman Ganteng,Lanjut kan pa presiden .indonesia bangkit dri keterpurukan mslh Corona ...jgn dngr kan org2 yg cuma bisa nya nyinyir dan ga bisa kerja ..,1.0
Ugwx24SM6yX5tkqiHZt4AaABAg,Suhirman Man,Maskernya dipake pak jng dibuka mulutnya nanti corona masuk lewat gigi bapak,0.0
UgyFbE8UCCRBTVpVs1F4AaABAg,Muliadi Adi,Terserah saja pak...lakukan sesuka mu...ALLAH maha melihat..,0.0
UgzDM8oFQ00SSD_-FqZ4AaABAg,My Name Is,"Espektasi ga sesuai realita ,, liat aja nntar",0.0
Ugyk0eqAJkFcxrgSRbR4AaABAg,fyan 82,"Tatanan baru, New Normal? Judulnya serem ni, apakah dunia sudah mulai di munculkan tanda2 kemunculan Dajjal, hanya Allah SWT yang punya rahasia itu, kita banyak berdoa kepada Allah SWT semoga kita dijauhkan dari fitnah Dajjal Aamiin",0.0
UgzWWzIQX0Ehcd857GF4AaABAg,Rizki Rahmadi,"hanya untuk ekonomi kau mengorbankan para seluruh rakyat,tolong lah perlu dikaji lagi kebijakan ini pak presiden,tapi yah bagaimana lagi kalau rakyat ya ada yg bandel",0.0
UgxYWhf8zQsxb7oJz2l4AaABAg,mediana saputri,"Klau orang yg nyinyir susah pahami maksud pemerintah, jauh dr pemikiran",0.0
Ugzkaa3QYAak3XJVsIJ4AaABAg,Nur Kholis,Semoga pejabat yg ga bner yg MKan uang rakyat kena corona trs matii langsung mati nya jngn di kubur bakar aja,-1.0
UgwAeUoRGxlQk11fpwd4AaABAg,Toms Gaming,New normal akan diterapkan lalu PSBB selama ini gimana.... dengan adanya New Normal Masyarakat akan berdekatan dan tidak ada social distancing... PSBB aja warga nya kurang mengikuti Apalagi New Normal akankah aman?? Nanti angka nya melonjak lagi...,-1.0
UgzAxjYKkexaPkf1Gxl4AaABAg,Elin Indigo,"Yg diomongin kedisiplinan masyarakat 
Tp para petinggi apa pada disiplin",-1.0
UgwNs4vmBDYt0_7poOB4AaABAg,Dandi Andrian,"New normal gmn kasus positif nambah terus kok mau new normal, atau mau dibuat seolah-olah kasus menurun? Tes nya aja ga masif, dibanding jumlah penduduk tes yg udah dilakuin blm seberapa",-1.0
UgxVbOcNjGmrVxSmY0B4AaABAg,doni.1709 ig ku,Lohhh itu mirip konsep sunda empire pak... waduhhh dan mirip konsep the new world yahudi...,0.0
UgxTD3LGupXMh5O524h4AaABAg,Doni Rochani,"Gw g yakin masyarakat +62 bs disiplin mematuhi psbb jika tdak di awasi aparat polisi n TNI,krna sdh mnjdi tradisi patuh n taat jika ad yg lihat.contohnya aja penilangan.klo g ad polisi pda kagak mau pakai helm,tp jika ramai ad razia baru pada pakai helm n melngkapi syarat2 mengemudi....",-1.0
UgxD7gm4V7ILsghUWiJ4AaABAg,BEDUL'S 22,"Ternyata benar pemerintahan Indonesia maupun dunia dibawah tatanan sunda empire, tolongggggg sasana sunda empire kembali lagi, helpppp meeee plsss:(",0.0
UgyPZITqd1Xl9HAAs4h4AaABAg,sagu plo,"nanti jika sudah banyak yang berjatuhan akibat covid,tetangga kita,saudara kita,masyarakat juga akan takut sendiri,jika ingin selamat mereka akan disiplin menjaga kesehatan.",1.0
UgxMh8CnYMfHlhxusPV4AaABAg,yosua wicaksono,"Arap maklum, +62 kan masih negara berkembang, belum jadi negara maju 😬",0.0
UgxFaYIG7FNiK0E1-tx4AaABAg,Mega Purnamasari,"dia yg ngomong gue yg serem "" tatanan dunia baru.... 🤭🤭",0.0
UgzFTEPU9Be4WrgpgM94AaABAg,Pijo Peak,Tatanan baru udh kaya Sunda empire bahasanya 🤣,0.0
UgwlixdgjwWKRxJ0x1t4AaABAg,Yogasaputtra Yogasaputtra,Lebih baik anda yg disiplin duluan... ..,-1.0
Ugww957lHkJIH3sDGl94AaABAg,asep ahmad,"Yuk kawan kawan, masjid buka lagi, biar pada sholat jamaah lagi, di aceh di buka trs sampe skrg juga aman aman aja kok",1.0
Ugw1QCI65MmSn8pTJs94AaABAg,Irwan Syah,"Entahlah masyarakat memang pada ngga ada rasa bersyukur,di tegasin salah,di kasih kelonggaran salah,asli jangan jadi manusia yang bungulnya udah Ndak ada tempat lagi dalam diri wkwkw",0.0
Ugw5y2ns23F2-j0ekAB4AaABAg,Sachro Wardi,"Seharusnya keadaan ekonomi tidak seperti sekarang ini kalau pemerintah waktu itu cepat bertindak, cukup 14 hari atau 3 minggu. Jadi nggak perlu new2an wong kalau masyarakat sekarang sdh mencari kehidupan sendiri2",-1.0
Ugza4GPEQhmRoLx69gp4AaABAg,Vicky Janu,Corona akan hilang jika sdh berganti tahun... Tp sy sll berdoa somoga semua cepat pulih.,1.0
UgzkhmUxlNivTg07LHl4AaABAg,Reviewmu Channel,Semoga saja ini bukan mengorbankan rakyat demi ekonomi.,0.0
Ugy7JLR1tiPlLJPaVTd4AaABAg,MAIDO CnL,Anjaiiii New normal jadi inget slogan  konspirasi elit global😅😅.,0.0
Ugz_HK1LQbMD_CsPygN4AaABAg,Nazam Romdony,"Herd Imunity -> siap"" membeludak/tidak terkontrol yg positif",-1.0
UgxMDWMTJfbFij0ztEx4AaABAg,Suasanasegar,"SEMUA ORANG DILUAR RUMAH WAJIB PAKE MASKER, setiap orang yg akan masuk ke kantor mall pasar dll, wajib cuci tangan terlebih dahulu dn disemprot disinfektan, begitu juga saat mreka keluar dr kantor mall pasar dll, wajib cuci tangan dan disemprot diisfektan, ini aja coba diterapkan",1.0
UgygWZyiDwYmXYU0QPh4AaABAg,Ega Moments,Gw sih ngeri2 sedap yaaaa ga mau keluyuran dulu walau new normal,0.0
